date,open,high,low,close,volume
2024-06-12,741000.0,750000.0,736000.0,742000.0,59766
2024-06-13,743000.0,755000.0,736000.0,736000.0,95600
2024-06-14,736000.0,739000.0,733000.0,737000.0,51252
2024-06-17,735000.0,737000.0,730000.0,736000.0,37449
2024-06-18,739000.0,744000.0,733000.0,740000.0,46315
2024-06-19,746000.0,756000.0,742000.0,755000.0,55640
2024-06-20,753000.0,756000.0,747000.0,747000.0,33185
2024-06-21,747000.0,751000.0,738000.0,750000.0,61956
2024-06-24,747000.0,748000.0,734000.0,734000.0,45936
2024-06-25,740000.0,740000.0,732000.0,738000.0,42342
2024-06-26,738000.0,739000.0,728000.0,729000.0,64022
2024-06-27,725000.0,733000.0,722000.0,732000.0,49191
2024-06-28,732000.0,734000.0,724000.0,727000.0,76001
2024-07-01,727000.0,769000.0,725000.0,759000.0,146791
2024-07-02,756000.0,815000.0,753000.0,810000.0,310729
2024-07-03,805000.0,818000.0,792000.0,810000.0,156413
2024-07-04,810000.0,810000.0,795000.0,803000.0,72898
2024-07-05,808000.0,808000.0,798000.0,803000.0,63043
2024-07-08,806000.0,808000.0,784000.0,792000.0,80840
2024-07-09,796000.0,808000.0,791000.0,796000.0,54942
2024-07-10,796000.0,815000.0,792000.0,807000.0,81410
2024-07-11,814000.0,823000.0,805000.0,815000.0,82472
2024-07-12,815000.0,825000.0,813000.0,823000.0,86531
2024-07-15,830000.0,832000.0,816000.0,819000.0,62533
2024-07-16,825000.0,827000.0,816000.0,824000.0,51060
2024-07-17,818000.0,859000.0,818000.0,851000.0,175009
2024-07-18,850000.0,856000.0,842000.0,850000.0,94995
2024-07-19,842000.0,844000.0,821000.0,835000.0,69248
2024-07-22,833000.0,857000.0,826000.0,848000.0,123049
2024-07-23,852000.0,865000.0,845000.0,848000.0,73358
2024-07-24,845000.0,890000.0,836000.0,883000.0,271622
2024-07-25,880000.0,890000.0,858000.0,871000.0,190763
2024-07-26,873000.0,929000.0,872000.0,915000.0,249017
2024-07-29,919000.0,950000.0,915000.0,940000.0,145349
2024-07-30,940000.0,960000.0,928000.0,937000.0,144798
2024-07-31,945000.0,955000.0,925000.0,938000.0,108408
2024-08-01,928000.0,928000.0,901000.0,925000.0,144939
2024-08-02,912000.0,927000.0,903000.0,911000.0,101110
2024-08-05,898000.0,924000.0,853000.0,890000.0,251507
2024-08-06,923000.0,939000.0,901000.0,928000.0,191447
2024-08-07,927000.0,979000.0,925000.0,960000.0,280891
2024-08-08,960000.0,977000.0,945000.0,974000.0,134857
2024-08-09,981000.0,986000.0,955000.0,960000.0,101827
2024-08-12,962000.0,974000.0,944000.0,950000.0,82141
2024-08-13,944000.0,949000.0,925000.0,939000.0,87052
2024-08-14,941000.0,941000.0,912000.0,932000.0,117666
2024-08-16,940000.0,943000.0,925000.0,931000.0,96605
2024-08-19,933000.0,954000.0,922000.0,930000.0,106682
2024-08-20,931000.0,934000.0,902000.0,907000.0,122594
2024-08-21,913000.0,948000.0,913000.0,948000.0,150458
2024-08-22,946000.0,965000.0,936000.0,955000.0,121834
2024-08-23,955000.0,964000.0,948000.0,957000.0,51741
2024-08-26,964000.0,964000.0,948000.0,962000.0,43653
2024-08-27,967000.0,1005000.0,967000.0,973000.0,238431
2024-08-28,979000.0,1004000.0,974000.0,991000.0,171180
2024-08-29,991000.0,995000.0,954000.0,956000.0,106423
2024-08-30,956000.0,988000.0,956000.0,980000.0,87602
2024-09-02,990000.0,991000.0,955000.0,965000.0,54568
2024-09-03,966000.0,979000.0,959000.0,961000.0,48087
2024-09-04,940000.0,952000.0,934000.0,946000.0,81547
2024-09-05,948000.0,954000.0,922000.0,935000.0,92973
2024-09-06,935000.0,973000.0,929000.0,965000.0,123527
2024-09-09,952000.0,973000.0,950000.0,965000.0,54630
2024-09-10,973000.0,1010000.0,969000.0,996000.0,173992
2024-09-11,1002000.0,1014000.0,970000.0,981000.0,112791
2024-09-12,987000.0,987000.0,967000.0,971000.0,94425
2024-09-13,980000.0,996000.0,970000.0,990000.0,71202
2024-09-19,1013000.0,1050000.0,1006000.0,1049000.0,222731
2024-09-20,1047000.0,1063000.0,1037000.0,1060000.0,152366
2024-09-23,1058000.0,1096000.0,1051000.0,1087000.0,158056
2024-09-24,1085000.0,1091000.0,1061000.0,1082000.0,105027
2024-09-25,1098000.0,1109000.0,1036000.0,1047000.0,144011
2024-09-26,1047000.0,1055000.0,1030000.0,1052000.0,90567
2024-09-27,1047000.0,1048000.0,986000.0,986000.0,215610
2024-09-30,984000.0,1003000.0,973000.0,977000.0,128574
2024-10-02,973000.0,985000.0,958000.0,977000.0,94400
2024-10-04,988000.0,1016000.0,979000.0,999000.0,138681
2024-10-07,1006000.0,1007000.0,990000.0,1001000.0,68579
2024-10-08,994000.0,1009000.0,992000.0,1004000.0,53272
2024-10-10,1009000.0,1033000.0,995000.0,995000.0,88971
2024-10-11,1011000.0,1033000.0,992000.0,1024000.0,97065
2024-10-14,1024000.0,1037000.0,1017000.0,1036000.0,71648
2024-10-15,1035000.0,1096000.0,1030000.0,1082000.0,133451
2024-10-16,1071000.0,1082000.0,1056000.0,1057000.0,73438
2024-10-17,1058000.0,1063000.0,1018000.0,1026000.0,85632
2024-10-18,1033000.0,1072000.0,1025000.0,1060000.0,81537
2024-10-21,1070000.0,1104000.0,1065000.0,1091000.0,135864
2024-10-22,1085000.0,1113000.0,1055000.0,1059000.0,143151
2024-10-23,1070000.0,1095000.0,1054000.0,1059000.0,101156
2024-10-24,1063000.0,1066000.0,1021000.0,1041000.0,105621
2024-10-25,1038000.0,1082000.0,1021000.0,1061000.0,85114
2024-10-28,1067000.0,1078000.0,1047000.0,1058000.0,60587
2024-10-29,1057000.0,1079000.0,1041000.0,1047000.0,53287
2024-10-30,1036000.0,1046000.0,1019000.0,1031000.0,64899
2024-10-31,1030000.0,1030000.0,1000000.0,1002000.0,90508
2024-11-01,995000.0,1011000.0,995000.0,998000.0,42741
2024-11-04,1000000.0,1017000.0,987000.0,1017000.0,81421
2024-11-05,1015000.0,1033000.0,1005000.0,1008000.0,63047
2024-11-06,1013000.0,1040000.0,998000.0,1026000.0,103863
2024-11-07,1016000.0,1030000.0,969000.0,995000.0,126818
2024-11-08,1003000.0,1014000.0,998000.0,1004000.0,65322
2024-11-11,999000.0,1018000.0,986000.0,1007000.0,85138
2024-11-12,1001000.0,1011000.0,981000.0,987000.0,82207
2024-11-13,978000.0,987000.0,947000.0,950000.0,90569
2024-11-14,951000.0,972000.0,943000.0,957000.0,77243
2024-11-15,956000.0,964000.0,929000.0,937000.0,281564
2024-11-18,915000.0,932000.0,907000.0,916000.0,88698
2024-11-19,917000.0,937000.0,917000.0,919000.0,74830
2024-11-20,942000.0,953000.0,915000.0,938000.0,94198
2024-11-21,944000.0,963000.0,932000.0,932000.0,130862
2024-11-22,939000.0,939000.0,926000.0,934000.0,79868
2024-11-25,941000.0,960000.0,933000.0,958000.0,111598
2024-11-26,949000.0,955000.0,921000.0,929000.0,89808
2024-11-27,931000.0,956000.0,929000.0,953000.0,83471
2024-11-28,958000.0,1000000.0,947000.0,1000000.0,121183
2024-11-29,1002000.0,1007000.0,973000.0,975000.0,83244
2024-12-02,988000.0,995000.0,965000.0,971000.0,50880
2024-12-03,983000.0,991000.0,964000.0,967000.0,85347
2024-12-04,953000.0,971000.0,941000.0,961000.0,90430
2024-12-05,964000.0,981000.0,963000.0,964000.0,47093
2024-12-06,970000.0,984000.0,956000.0,962000.0,79185
2024-12-09,942000.0,975000.0,941000.0,953000.0,118678
2024-12-10,962000.0,966000.0,946000.0,959000.0,86078
2024-12-11,955000.0,965000.0,946000.0,949000.0,68819
2024-12-12,955000.0,980000.0,944000.0,958000.0,120889
2024-12-13,959000.0,995000.0,950000.0,986000.0,76812
2024-12-16,997000.0,1000000.0,979000.0,999000.0,65335
2024-12-17,997000.0,999000.0,973000.0,974000.0,60499
2024-12-18,978000.0,986000.0,966000.0,980000.0,40807
2024-12-19,965000.0,980000.0,955000.0,958000.0,71356
2024-12-20,947000.0,948000.0,908000.0,939000.0,100460
2024-12-23,946000.0,956000.0,940000.0,949000.0,33263
2024-12-24,953000.0,958000.0,930000.0,938000.0,40596
2024-12-26,938000.0,952000.0,933000.0,937000.0,37570
2024-12-27,933000.0,940000.0,920000.0,934000.0,35257
2024-12-30,935000.0,969000.0,932000.0,949000.0,52104
2025-01-02,950000.0,952000.0,924000.0,934000.0,54913
2025-01-03,934000.0,951000.0,932000.0,940000.0,44072
2025-01-06,940000.0,948000.0,932000.0,946000.0,44832
2025-01-07,951000.0,1005000.0,950000.0,983000.0,151667
2025-01-08,991000.0,1011000.0,989000.0,1008000.0,107152
2025-01-09,1000000.0,1014000.0,992000.0,1006000.0,49799
2025-01-10,1001000.0,1020000.0,999000.0,1000000.0,42326
2025-01-13,1006000.0,1044000.0,1005000.0,1012000.0,72362
2025-01-14,1049000.0,1062000.0,1018000.0,1024000.0,97967
2025-01-15,1036000.0,1046000.0,1020000.0,1020000.0,71505
2025-01-16,1027000.0,1053000.0,1027000.0,1042000.0,86168
2025-01-17,1036000.0,1038000.0,1015000.0,1015000.0,47724
2025-01-20,1022000.0,1030000.0,1013000.0,1015000.0,38844
2025-01-21,1023000.0,1027000.0,1000000.0,1001000.0,45761
2025-01-22,1011000.0,1037000.0,1005000.0,1014000.0,66774
2025-01-23,1023000.0,1078000.0,1022000.0,1053000.0,160605
2025-01-24,1072000.0,1092000.0,1063000.0,1087000.0,106824
2025-01-31,1095000.0,1100000.0,1066000.0,1081000.0,82686
2025-02-03,1067000.0,1095000.0,1036000.0,1095000.0,101152
2025-02-04,1099000.0,1100000.0,1068000.0,1072000.0,100539
2025-02-05,1073000.0,1091000.0,1062000.0,1085000.0,58414
2025-02-06,1095000.0,1095000.0,1080000.0,1089000.0,47372
2025-02-07,1090000.0,1165000.0,1087000.0,1160000.0,190222
2025-02-10,1160000.0,1163000.0,1127000.0,1130000.0,97885
2025-02-11,1130000.0,1187000.0,1130000.0,1174000.0,91316
2025-02-12,1162000.0,1169000.0,1137000.0,1157000.0,85973
2025-02-13,1164000.0,1186000.0,1151000.0,1179000.0,79989
2025-02-14,1187000.0,1209000.0,1174000.0,1180000.0,94732
2025-02-17,1186000.0,1186000.0,1165000.0,1185000.0,46312
2025-02-18,1177000.0,1188000.0,1163000.0,1175000.0,54249
2025-02-19,1163000.0,1181000.0,1150000.0,1156000.0,77814
2025-02-20,1150000.0,1156000.0,1126000.0,1149000.0,78502
2025-02-21,1137000.0,1160000.0,1134000.0,1157000.0,46552
2025-02-24,1147000.0,1156000.0,1138000.0,1151000.0,35581
2025-02-25,1142000.0,1202000.0,1140000.0,1178000.0,108833
2025-02-26,1181000.0,1187000.0,1148000.0,1168000.0,57940
2025-02-27,1166000.0,1172000.0,1151000.0,1159000.0,36118
2025-02-28,1148000.0,1155000.0,1114000.0,1116000.0,101116
2025-03-04,1114000.0,1145000.0,1110000.0,1120000.0,44784
2025-03-05,1125000.0,1149000.0,1120000.0,1143000.0,52266
2025-03-06,1147000.0,1147000.0,1126000.0,1130000.0,42896
2025-03-07,1121000.0,1124000.0,1100000.0,1100000.0,49936
2025-03-10,1087000.0,1094000.0,1062000.0,1083000.0,63953
2025-03-11,1060000.0,1080000.0,1055000.0,1068000.0,46479
2025-03-12,1065000.0,1086000.0,1060000.0,1079000.0,55883
2025-03-13,1079000.0,1087000.0,1050000.0,1053000.0,110386
2025-03-14,1053000.0,1054000.0,1032000.0,1051000.0,80429
2025-03-17,1062000.0,1069000.0,1050000.0,1069000.0,53864
2025-03-18,1077000.0,1088000.0,1067000.0,1084000.0,44633
2025-03-19,1091000.0,1102000.0,1075000.0,1079000.0,39165
2025-03-20,1087000.0,1090000.0,1064000.0,1072000.0,43758
2025-03-21,1060000.0,1095000.0,1060000.0,1095000.0,89383
2025-03-24,1085000.0,1089000.0,1074000.0,1078000.0,23637
2025-03-25,1077000.0,1083000.0,1061000.0,1074000.0,43106
2025-03-26,1077000.0,1080000.0,1057000.0,1072000.0,35292
2025-03-27,1060000.0,1069000.0,1057000.0,1059000.0,22512
2025-03-28,1063000.0,1064000.0,1041000.0,1049000.0,25377
2025-03-31,1027000.0,1038000.0,1014000.0,1014000.0,55506
2025-04-01,1025000.0,1068000.0,1021000.0,1058000.0,63226
2025-04-02,1050000.0,1057000.0,1034000.0,1050000.0,51899
2025-04-03,1035000.0,1127000.0,1035000.0,1113000.0,141538
2025-04-04,1098000.0,1110000.0,1060000.0,1069000.0,101519
2025-04-07,1015000.0,1025000.0,1003000.0,1008000.0,112082
2025-04-08,1020000.0,1033000.0,1001000.0,1004000.0,140449
2025-04-09,998000.0,1008000.0,987000.0,992000.0,102144
2025-04-10,1000000.0,1030000.0,998000.0,1019000.0,174735
2025-04-11,1006000.0,1048000.0,1003000.0,1045000.0,75607
2025-04-14,1048000.0,1048000.0,1030000.0,1038000.0,47797
2025-04-15,1035000.0,1043000.0,1020000.0,1034000.0,66647
2025-04-16,1037000.0,1044000.0,1019000.0,1023000.0,42949
2025-04-17,1028000.0,1064000.0,1026000.0,1059000.0,83079
2025-04-18,1061000.0,1062000.0,1046000.0,1049000.0,28589
2025-04-21,1053000.0,1079000.0,1047000.0,1072000.0,40028
2025-04-22,1070000.0,1084000.0,1064000.0,1075000.0,64605
2025-04-23,1083000.0,1084000.0,1046000.0,1066000.0,85683
2025-04-24,1071000.0,1075000.0,1029000.0,1046000.0,121640
2025-04-25,1047000.0,1050000.0,1029000.0,1035000.0,93581
2025-04-28,1043000.0,1045000.0,1030000.0,1037000.0,57317
2025-04-29,1041000.0,1055000.0,1035000.0,1053000.0,62610
2025-04-30,1047000.0,1054000.0,1041000.0,1052000.0,55227
2025-05-02,1043000.0,1086000.0,1042000.0,1085000.0,73970
2025-05-07,1070000.0,1070000.0,1034000.0,1041000.0,119871
2025-05-08,1047000.0,1055000.0,1036000.0,1036000.0,67903
2025-05-09,1042000.0,1043000.0,1032000.0,1040000.0,37554
2025-05-12,1041000.0,1042000.0,989000.0,991000.0,144757
2025-05-13,999000.0,1013000.0,995000.0,1000000.0,92269
2025-05-14,996000.0,1014000.0,989000.0,1005000.0,67922
2025-05-15,996000.0,1006000.0,995000.0,998000.0,38117
2025-05-16,1000000.0,1007000.0,997000.0,1002000.0,31403
2025-05-19,1002000.0,1042000.0,1002000.0,1028000.0,78071
2025-05-20,1033000.0,1037000.0,1021000.0,1027000.0,55686
2025-05-21,1033000.0,1119000.0,1032000.0,1100000.0,214102
2025-05-22,1161000.0,1190000.0,1073000.0,1080000.0,238303
2025-05-23,1080000.0,1084000.0,1016000.0,1016000.0,108587
2025-05-26,1030000.0,1043000.0,1013000.0,1043000.0,95760
2025-05-27,1033000.0,1042000.0,1023000.0,1026000.0,63210
2025-05-28,1028000.0,1038000.0,1023000.0,1028000.0,39721
2025-05-29,1034000.0,1037000.0,1015000.0,1026000.0,89905
2025-05-30,1022000.0,1049000.0,1019000.0,1032000.0,116149
2025-06-02,1023000.0,1043000.0,1023000.0,1031000.0,47043
2025-06-04,1031000.0,1040000.0,1025000.0,1034000.0,79421
2025-06-05,1027000.0,1040000.0,1015000.0,1019000.0,90871
2025-06-09,1023000.0,1036000.0,1016000.0,1033000.0,77888
2025-06-10,1034000.0,1041000.0,1023000.0,1040000.0,74543
2025-06-11,1038000.0,1048000.0,1032000.0,1043000.0,62806
2025-06-12,1038000.0,1042000.0,1025000.0,1029000.0,96797
2025-06-13,1030000.0,1035000.0,1008000.0,1019000.0,95270
2025-06-16,1019000.0,1021000.0,1009000.0,1015000.0,49083
2025-06-17,1019000.0,1024000.0,1006000.0,1010000.0,72268
2025-06-18,1003000.0,1008000.0,996000.0,1004000.0,66049
2025-06-19,1006000.0,1006000.0,996000.0,999000.0,45500
2025-06-20,1004000.0,1021000.0,1000000.0,1016000.0,124199
2025-06-23,1003000.0,1003000.0,990000.0,992000.0,70626
2025-06-24,1004000.0,1006000.0,998000.0,1004000.0,71516
2025-06-25,1000000.0,1010000.0,991000.0,1004000.0,57537
2025-06-26,1007000.0,1010000.0,992000.0,999000.0,55487
2025-06-27,1004000.0,1005000.0,993000.0,996000.0,38057
2025-06-30,1001000.0,1001000.0,992000.0,992000.0,44549
2025-07-01,994000.0,1003000.0,994000.0,1003000.0,55763
2025-07-02,999000.0,1025000.0,994000.0,1009000.0,74222
2025-07-03,1015000.0,1053000.0,1002000.0,1044000.0,125757
2025-07-04,1053000.0,1056000.0,1030000.0,1038000.0,80722
2025-07-07,1039000.0,1040000.0,1024000.0,1029000.0,45249
2025-07-08,1030000.0,1035000.0,1007000.0,1013000.0,69904
2025-07-09,1017000.0,1025000.0,1008000.0,1018000.0,50361
2025-07-10,1019000.0,1087000.0,1018000.0,1080000.0,206766
2025-07-11,1067000.0,1084000.0,1057000.0,1057000.0,324342
2025-07-14,1054000.0,1059000.0,1037000.0,1042000.0,55795
2025-07-15,1040000.0,1050000.0,1023000.0,1031000.0,76808
2025-07-16,1028000.0,1036000.0,1023000.0,1033000.0,47965
2025-07-17,1048000.0,1084000.0,1037000.0,1070000.0,106309
2025-07-18,1080000.0,1080000.0,1033000.0,1051000.0,76032
2025-07-21,1054000.0,1057000.0,1035000.0,1039000.0,57668
2025-07-22,1039000.0,1051000.0,1036000.0,1042000.0,47332
2025-07-23,1058000.0,1078000.0,1046000.0,1064000.0,107244
2025-07-24,1080000.0,1130000.0,1078000.0,1088000.0,184742
2025-07-25,1089000.0,1089000.0,1062000.0,1066000.0,57983
2025-07-28,1078000.0,1079000.0,1054000.0,1067000.0,62136
2025-07-29,1070000.0,1095000.0,1070000.0,1088000.0,64079
2025-07-30,1078000.0,1108000.0,1078000.0,1098000.0,91583
2025-07-31,1095000.0,1102000.0,1060000.0,1067000.0,69865
2025-08-01,1057000.0,1070000.0,1029000.0,1034000.0,81173
2025-08-04,1041000.0,1053000.0,1029000.0,1048000.0,48867
2025-08-05,1061000.0,1068000.0,1049000.0,1051000.0,41402
2025-08-06,1039000.0,1040000.0,1028000.0,1031000.0,43461
2025-08-07,1035000.0,1036000.0,1019000.0,1029000.0,38580
2025-08-08,1030000.0,1030000.0,1019000.0,1022000.0,48130
2025-08-11,1028000.0,1044000.0,1025000.0,1032000.0,35879
2025-08-12,1028000.0,1040000.0,1020000.0,1021000.0,41225
2025-08-13,1030000.0,1040000.0,1026000.0,1040000.0,35399
2025-08-14,1050000.0,1050000.0,1031000.0,1033000.0,42456
2025-08-18,1039000.0,1050000.0,1026000.0,1028000.0,40399
2025-08-19,1034000.0,1037000.0,1021000.0,1024000.0,33935
2025-08-20,1030000.0,1030000.0,1011000.0,1019000.0,41004
2025-08-21,1025000.0,1028000.0,1016000.0,1017000.0,29573
2025-08-22,1024000.0,1039000.0,1019000.0,1030000.0,45492
2025-08-25,1037000.0,1041000.0,1025000.0,1030000.0,42011
2025-08-26,1024000.0,1036000.0,1019000.0,1019000.0,78975
2025-08-27,1019000.0,1028000.0,1017000.0,1020000.0,36896
2025-08-28,1020000.0,1025000.0,1012000.0,1012000.0,51763
2025-08-29,1013000.0,1018000.0,1000000.0,1001000.0,80282
2025-09-01,1002000.0,1006000.0,995000.0,996000.0,60337
2025-09-02,1004000.0,1007000.0,993000.0,1002000.0,29245
